"","ID","hour0","hour1","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour2","hour20","hour21","hour22","hour23","hour3","hour4","hour5","hour6","hour7","hour8","hour9"
"1",1,"29","41","1","1","1","3","1","1","1","1","4","4","1","1","1","1","6","50","48","18","75","1","1","1"
"2",2,"68","2","1","1","1","1","1","2","2","4","1","1","5","1","1","1","37","25","6","9","54","1","1","1"
"3",3,"46","59","1","1","1","2","1","1","1","1","3","2","22","2","1","2","77","46","37","46","8","1","1","1"
"4",4,"37","38","1","1","1","3","1","1","1","1","4","4","70","1","1","1","78","39","5","61","70","1","1","1"
"5",5,"50","57","1","1","1","1","1","2","4","2","1","1","45","1","1","1","61","11","3","65","11","1","1","1"
"6",6,"24","22","1","1","1","3","1","1","6","1","4","4","61","1","1","11","61","7","6","18","26","1","1","1"
"7",7,"3","7","1","1","1","3","1","1","6","1","4","4","55","1","1","20","5","24","27","17","23","1","1","1"
"8",8,"70","72","1","1","1","3","1","1","6","1","4","4","12","1","1","1","2","39","9","1","10","1","1","1"
"9",9,"70","38","1","1","1","5","1","1","1","1","2","3","49","1","1","1","3","27","6","1","34","1","1","1"
"10",10,"58","63","1","1","1","5","1","1","1","1","2","3","51","1","1","1","15","56","28","30","63","1","1","1"
"11",11,"48","80","1","1","1","3","1","1","1","1","4","4","63","1","1","1","67","42","55","40","17","1","1","1"
"12",12,"19","27","1","1","1","3","1","1","1","1","4","4","30","1","1","1","2","63","5","33","42","1","1","1"
"13",13,"31","35","1","1","1","3","1","1","1","1","4","4","51","1","1","1","16","45","29","19","30","1","1","1"
"14",14,"5","38","1","1","1","3","1","1","1","1","4","4","60","1","1","1","77","31","48","4","4","1","1","1"
"15",15,"8","70","1","1","1","3","1","1","1","1","4","4","61","1","1","1","16","35","31","10","4","1","1","1"
"16",16,"51","83","1","1","1","3","1","1","1","1","4","4","38","1","1","1","20","34","36","35","59","1","1","1"
"17",17,"64","38","1","1","1","3","1","1","1","1","4","4","28","1","1","4","12","65","16","1","25","1","1","1"
"18",18,"36","38","1","1","1","3","1","1","1","1","2","3","68","1","1","1","23","26","37","42","60","1","1","1"
"19",19,"26","72","1","1","1","3","1","1","1","1","4","4","6","1","1","1","78","26","32","31","49","1","1","1"
"20",20,"32","76","1","1","1","3","1","1","6","1","4","4","31","1","1","20","33","42","15","59","7","1","1","1"
"21",21,"26","14","1","1","1","3","1","1","1","1","4","4","41","1","1","1","32","57","7","3","16","1","1","1"
"22",22,"69","67","1","1","1","3","1","1","1","1","4","4","60","1","1","1","23","31","30","4","33","1","1","1"
"23",23,"51","53","1","1","1","3","1","1","1","1","4","4","6","1","1","1","33","31","52","25","4","1","1","1"
"24",24,"44","59","1","1","1","3","1","1","1","1","4","4","1","1","11","1","2","17","22","25","3","1","1","1"
"25",25,"44","20","1","1","1","3","1","1","1","1","4","4","30","1","3","1","9","57","13","33","39","1","1","1"
"26",26,"67","56","1","1","1","3","1","1","1","1","4","4","75","1","1","1","33","8","5","11","11","1","1","1"
"27",27,"33","27","1","1","1","3","1","1","1","1","2","4","39","1","1","17","27","3","12","4","1","1","1","1"
"28",28,"3","62","1","1","1","3","1","1","1","1","4","4","32","1","1","1","2","12","16","23","1","1","1","1"
"29",29,"41","7","1","1","1","1","1","3","2","4","5","1","22","1","1","1","54","52","28","30","22","1","1","1"
"30",30,"2","19","1","1","1","2","1","1","1","1","3","4","1","1","1","13","24","30","38","16","2","1","1","1"
"31",31,"76","11","1","1","1","2","1","4","1","1","3","2","1","1","3","2","14","3","7","23","14","1","1","1"
"32",32,"37","60","1","1","1","2","1","1","1","1","3","2","53","1","2","1","25","13","11","21","2","1","1","1"
"33",33,"8","80","1","2","2","2","2","4","3","3","3","2","7","2","2","2","48","32","7","55","27","1","1","1"
"34",34,"49","81","1","1","1","3","1","1","6","1","4","4","34","1","1","13","48","64","17","27","68","1","1","1"
"35",35,"34","82","1","1","1","1","1","3","2","4","5","1","49","1","1","1","48","38","23","22","1","1","1","1"
"36",36,"22","27","1","1","1","1","1","2","5","2","1","1","6","1","1","3","2","2","25","37","54","1","1","1"
"37",37,"71","3","1","1","1","1","1","2","2","4","1","1","7","1","1","3","21","39","17","40","13","1","1","1"
"38",38,"20","42","1","1","1","2","1","4","3","3","3","2","26","1","2","14","76","51","55","51","2","1","1","1"
"39",39,"34","34","1","1","2","2","2","4","3","3","3","2","70","1","1","2","2","57","9","9","14","1","1","1"
"40",40,"9","54","1","1","1","2","1","1","1","1","3","2","20","1","8","1","2","30","15","59","8","1","1","1"
"41",41,"3","34","1","1","1","2","1","1","1","1","3","2","26","1","1","2","30","24","35","34","28","1","1","1"
"42",42,"24","23","1","1","1","3","1","1","6","1","4","4","6","1","1","1","15","24","33","4","5","1","1","1"
"43",43,"60","31","1","1","1","1","1","1","1","1","4","1","7","1","1","1","62","27","11","6","31","1","1","1"
"44",44,"14","53","1","1","1","3","1","1","6","1","4","4","21","1","1","1","5","43","10","18","4","1","1","1"
"45",45,"45","63","2","5","2","2","2","4","3","3","3","2","38","2","10","2","32","32","50","59","21","1","1","1"
"46",46,"41","61","1","1","1","3","1","3","6","4","4","4","54","1","1","1","71","39","11","1","14","1","1","1"
"47",47,"31","72","1","1","1","3","1","1","1","1","2","2","31","1","1","1","13","14","7","20","43","1","1","1"
"48",48,"36","18","1","1","1","1","1","3","2","4","1","1","43","1","1","1","2","3","22","20","26","1","1","1"
"49",49,"31","7","7","1","1","2","1","1","3","3","3","2","49","1","13","2","2","56","8","10","26","1","1","1"
"50",50,"36","39","1","1","1","2","1","1","1","1","2","4","32","1","14","1","50","41","18","40","53","1","1","1"
"51",51,"8","44","1","1","1","2","1","1","1","1","3","2","11","1","1","1","4","5","51","27","19","1","1","1"
"52",52,"13","27","1","1","1","3","1","5","1","1","4","1","10","1","1","1","36","51","16","30","53","5","1","1"
"53",53,"40","89","1","1","1","2","1","1","1","1","2","3","37","1","1","2","40","59","43","53","27","1","1","1"
"54",54,"14","88","1","1","1","2","1","1","1","1","2","2","57","1","1","2","2","3","4","9","15","1","1","1"
"55",55,"4","50","1","1","1","3","1","1","6","1","4","4","45","1","1","1","2","2","2","28","8","1","1","1"
"56",56,"35","2","1","1","1","3","1","1","1","1","4","4","30","1","1","10","30","33","10","4","44","1","1","1"
"57",57,"20","23","1","1","1","2","1","1","3","1","3","2","13","1","8","1","31","22","56","6","3","1","1","1"
"58",58,"8","10","1","1","1","3","1","1","6","1","4","4","3","1","1","1","2","22","12","19","7","1","1","1"
"59",59,"14","31","1","1","1","5","1","1","1","1","2","3","26","1","1","1","26","46","2","24","58","1","1","1"
"60",60,"30","28","1","1","1","5","1","5","1","1","2","3","8","1","1","1","63","45","6","11","25","1","1","1"
"61",61,"22","28","1","1","1","2","1","1","1","1","3","2","30","1","1","2","40","42","37","20","26","8","1","1"
"62",62,"48","13","1","1","1","3","1","1","1","1","4","4","26","1","1","1","2","33","27","30","33","1","1","1"
"63",63,"77","53","1","1","1","3","1","1","1","1","4","4","38","1","1","13","77","32","6","8","25","1","1","1"
"64",64,"20","31","1","1","1","2","1","1","1","1","2","4","75","1","1","1","30","35","3","5","7","1","1","1"
"65",65,"64","4","1","1","1","3","1","1","1","1","2","4","37","1","1","1","71","1","8","20","5","1","1","1"
"66",66,"60","9","1","1","1","3","1","1","1","1","4","3","20","1","1","5","55","44","17","24","24","1","1","1"
"67",67,"2","18","1","1","1","3","1","1","1","1","4","4","59","1","1","1","3","21","30","2","7","1","1","1"
"68",68,"9","65","1","1","1","3","1","1","1","1","3","4","14","1","1","1","31","59","44","51","6","1","1","1"
"69",69,"16","48","1","1","1","2","1","1","1","1","2","2","3","1","1","1","24","28","22","31","20","1","1","1"
"70",70,"33","82","1","1","1","2","1","1","1","1","2","4","2","1","1","1","35","24","15","55","34","1","1","1"
"71",71,"28","65","1","1","1","2","1","1","1","1","3","2","47","1","1","1","2","47","21","14","10","1","1","1"
"72",72,"71","13","1","1","1","4","1","5","4","2","1","1","48","1","1","1","30","65","14","40","3","1","1","1"
"73",73,"75","38","1","1","1","2","1","1","1","1","3","2","50","1","1","1","2","20","48","23","45","1","1","1"
"74",74,"4","15","1","1","1","3","1","1","6","1","4","4","11","1","1","26","76","36","22","51","3","1","1","1"
"75",75,"45","44","1","1","1","3","1","1","1","1","4","4","25","1","5","1","16","20","35","41","5","1","1","1"
"76",76,"43","14","1","1","1","2","1","1","1","1","2","2","14","1","13","2","27","13","48","38","1","1","1","1"
"77",77,"19","72","1","1","1","5","1","1","1","1","2","3","37","1","13","1","8","19","1","28","64","1","1","1"
"78",78,"24","14","1","1","1","5","1","1","1","1","2","3","20","1","1","1","25","15","10","35","12","1","1","1"
"79",79,"4","62","1","1","1","3","1","1","1","1","4","4","26","1","1","1","18","18","7","16","33","1","1","1"
"80",80,"27","36","1","1","1","5","1","1","1","1","2","4","16","1","1","1","45","38","14","3","31","1","1","1"
"81",81,"45","34","1","1","1","3","1","1","1","1","2","3","75","1","1","1","46","41","14","50","24","1","1","1"
"82",82,"8","27","1","1","1","3","1","1","1","1","3","4","12","1","1","1","63","4","13","7","30","1","1","1"
"83",83,"4","14","1","1","1","5","1","1","1","1","2","3","7","1","1","1","52","50","23","19","33","1","1","1"
"84",84,"35","62","1","1","1","4","1","5","1","1","2","3","2","1","1","4","16","19","41","20","33","1","1","1"
"85",85,"22","10","1","1","1","2","1","1","1","1","3","2","75","2","2","2","46","31","2","10","26","1","1","1"
"86",86,"26","48","1","1","1","3","1","1","1","1","4","4","25","1","11","1","16","48","46","50","63","1","1","1"
"87",87,"70","63","1","1","1","3","1","1","1","1","4","4","53","1","1","1","16","43","51","39","26","1","1","1"
"88",88,"77","56","1","1","1","3","1","1","1","1","4","4","5","1","1","10","81","26","24","34","1","1","1","1"
"89",89,"33","10","1","1","1","4","1","1","1","1","2","3","50","1","1","1","31","55","29","31","39","1","1","1"
"90",90,"59","59","1","1","1","5","1","1","1","1","2","3","18","1","1","1","15","20","44","15","4","1","1","1"
"91",91,"36","55","1","1","1","3","1","1","1","1","4","4","54","1","1","1","8","7","20","17","25","1","1","1"
"92",92,"16","48","1","1","1","5","1","1","1","1","2","3","61","1","1","1","24","58","42","20","32","1","1","1"
"93",93,"77","34","1","1","1","2","1","1","1","1","2","2","42","1","1","2","2","63","4","12","40","1","1","1"
"94",94,"77","50","13","1","1","2","2","1","3","3","3","2","44","1","2","13","2","28","28","46","49","1","1","1"
"95",95,"35","42","1","1","1","1","1","2","2","4","1","1","18","1","1","1","56","36","36","34","58","1","1","1"
"96",96,"4","54","1","1","1","3","1","1","1","1","4","4","64","1","1","1","60","12","23","40","43","1","1","1"
"97",97,"16","74","1","1","1","1","1","3","2","4","5","1","52","1","1","1","32","16","3","20","44","1","1","1"
"98",98,"16","43","1","1","1","4","1","1","1","1","2","3","26","1","1","1","50","13","11","18","6","1","1","1"
"99",99,"21","28","1","1","1","5","1","1","1","1","2","3","30","1","1","1","24","19","12","41","13","1","1","1"
"100",100,"71","3","1","1","1","2","2","4","1","1","3","2","5","2","1","12","19","14","30","29","1","1","1","1"
"101",101,"10","50","1","1","1","1","1","2","2","4","5","1","46","1","1","16","58","33","3","28","16","1","1","1"
"102",102,"14","14","1","1","1","2","1","1","1","1","2","2","47","2","8","1","24","27","24","42","26","1","1","1"
"103",103,"14","67","1","1","1","1","1","3","2","4","5","1","18","1","1","1","19","19","53","20","67","1","1","1"
"104",104,"17","64","1","1","1","3","1","1","1","1","5","4","49","1","1","1","2","46","1","21","8","1","1","1"
"105",105,"21","14","1","1","1","2","1","1","1","1","3","2","68","1","1","1","74","16","2","1","10","1","1","1"
"106",106,"34","36","1","1","1","4","1","5","1","1","2","3","50","1","1","1","52","50","7","49","35","1","1","1"
"107",107,"5","3","1","1","1","3","1","1","1","1","4","4","47","1","1","1","58","5","10","33","47","1","1","1"
"108",108,"60","36","1","1","1","3","1","1","6","1","4","4","16","1","1","1","29","17","52","4","18","1","1","1"
"109",109,"55","27","1","1","1","1","1","3","2","4","5","1","12","1","1","1","60","55","22","20","10","1","1","1"
"110",110,"40","2","1","1","1","1","1","2","2","4","1","1","4","1","1","1","20","54","17","3","44","1","1","1"
"111",111,"17","83","1","1","1","3","1","1","6","1","4","4","53","1","1","1","29","14","50","29","9","1","1","1"
"112",112,"26","1","2","1","1","2","2","4","1","1","3","2","53","2","2","2","33","5","2","21","3","1","1","1"
"113",113,"49","33","1","1","1","3","1","1","1","1","4","4","52","1","1","1","38","3","1","29","5","1","1","1"
"114",114,"70","46","1","1","1","4","1","5","1","1","2","3","50","1","1","1","69","1","7","1","11","1","1","1"
"115",115,"18","72","1","1","1","4","1","5","4","2","2","1","51","1","1","1","25","22","23","2","39","1","1","1"
"116",116,"63","55","1","1","1","2","1","1","1","1","3","2","67","1","1","26","2","35","18","16","28","1","1","1"
"117",117,"32","54","1","1","1","2","1","1","1","1","3","3","8","1","3","2","30","19","10","30","18","1","1","1"
"118",118,"20","32","1","1","1","3","1","1","6","1","4","4","69","1","1","1","41","31","7","50","2","1","1","1"
"119",119,"66","76","1","1","1","2","1","1","3","1","3","2","73","2","1","1","72","63","2","1","2","1","1","1"
"120",120,"40","35","1","1","1","2","1","1","1","1","4","2","11","1","1","1","38","28","57","41","28","1","1","1"
"121",121,"30","50","1","1","1","1","1","2","4","7","1","1","56","1","1","1","39","8","17","8","27","1","1","1"
"122",122,"19","64","1","1","1","5","1","1","1","1","2","3","50","1","1","1","30","17","16","50","9","1","1","1"
"123",123,"22","5","1","1","1","2","1","1","1","1","2","2","10","1","1","1","20","52","34","5","1","1","1","1"
"124",124,"13","54","1","1","1","2","1","1","1","1","3","3","24","1","1","1","14","3","39","53","49","1","1","1"
"125",125,"2","32","1","1","1","1","1","2","2","2","1","1","46","1","1","1","39","15","12","1","31","1","1","1"
"126",126,"70","14","1","1","1","3","1","1","1","1","4","4","30","1","1","1","25","41","49","6","53","1","1","1"
"127",127,"8","35","1","1","1","2","1","1","1","1","2","2","1","2","3","2","20","54","17","6","33","1","1","1"
"128",128,"68","70","1","1","1","3","1","1","1","1","4","4","32","1","3","1","23","31","37","37","8","1","1","1"
"129",129,"38","64","1","1","1","2","2","4","3","3","3","2","35","2","1","2","31","1","1","6","7","1","1","1"
"130",130,"43","27","1","1","1","1","1","2","2","4","1","1","2","1","1","1","21","61","59","19","8","1","1","1"
"131",131,"3","56","2","7","2","2","2","4","3","3","3","2","52","2","1","11","60","3","44","7","24","1","1","1"
"132",132,"46","33","1","1","1","3","1","1","1","1","2","4","45","1","1","1","55","39","20","20","30","1","1","1"
"133",133,"50","84","1","1","1","5","1","1","1","1","2","2","74","1","1","11","51","59","11","18","4","1","1","1"
"134",134,"50","18","1","1","1","1","1","3","2","4","5","1","9","1","1","1","37","40","25","37","5","1","1","1"
"135",135,"7","2","1","1","1","4","1","1","1","1","2","3","14","1","1","1","35","16","1","27","44","1","1","1"
"136",136,"9","59","1","1","1","2","1","1","1","1","2","2","30","1","1","2","12","18","13","24","54","1","1","1"
"137",137,"18","15","1","1","1","3","1","1","1","1","4","4","25","1","1","1","17","45","17","14","52","1","1","1"
"138",138,"58","56","1","1","1","1","1","2","2","2","1","1","19","1","1","1","5","66","21","33","15","1","1","1"
"139",139,"16","65","1","1","1","1","1","2","4","2","1","1","10","1","1","1","19","59","21","24","40","1","1","1"
"140",140,"35","2","1","1","1","4","1","5","1","1","2","3","49","1","1","1","31","21","1","18","38","1","1","1"
"141",141,"14","66","1","1","1","1","3","2","2","4","1","1","55","1","1","19","5","1","45","41","46","1","1","1"
"142",142,"48","54","1","1","1","4","1","5","4","2","1","1","4","1","1","1","68","17","3","15","74","1","1","1"
"143",143,"16","16","1","1","1","4","1","5","4","1","2","1","56","1","1","1","52","18","51","2","18","1","1","1"
"144",144,"18","48","1","1","1","4","1","5","1","1","2","3","33","1","1","1","3","57","37","2","56","1","1","1"
"145",145,"74","42","1","1","1","1","1","2","2","4","1","1","48","1","1","1","3","45","52","10","44","1","1","1"
"146",146,"58","10","1","1","1","1","1","2","2","4","5","1","52","1","1","1","8","26","6","8","3","1","1","1"
"147",147,"40","47","1","1","1","4","1","5","1","1","2","3","58","1","1","1","35","20","6","60","40","1","1","1"
"148",148,"73","69","1","1","1","1","1","3","2","4","5","1","66","1","1","1","3","26","25","44","1","1","1","1"
"149",149,"75","34","1","1","1","3","1","1","1","1","2","3","40","1","1","1","8","17","13","3","38","1","1","1"
"150",150,"74","43","1","1","1","1","1","2","2","4","1","1","58","1","1","3","8","63","4","2","54","1","1","1"
"151",151,"9","16","1","1","1","5","1","1","1","1","2","3","53","1","1","1","32","13","11","49","68","1","1","1"
"152",152,"17","63","1","1","1","1","1","2","2","4","1","1","1","1","1","1","16","12","2","30","13","1","1","1"
"153",153,"22","72","1","1","3","1","3","2","5","2","1","1","70","1","1","10","27","1","11","7","9","1","1","1"
"154",154,"66","18","1","1","1","3","1","1","1","1","4","4","38","1","1","1","51","20","21","7","5","2","1","1"
"155",155,"22","16","1","1","1","1","1","3","1","4","2","1","18","1","1","11","46","21","23","33","8","1","1","1"
"156",156,"11","41","1","1","1","4","1","5","4","1","2","1","31","1","1","1","5","4","19","48","14","1","1","1"
"157",157,"50","31","1","1","1","3","1","1","1","1","4","4","28","1","1","1","2","48","29","54","15","1","1","1"
"158",158,"38","46","1","1","1","1","1","2","4","2","1","1","55","1","1","1","51","3","25","18","70","1","1","1"
"159",159,"7","25","1","1","1","1","1","3","2","4","5","1","40","1","1","1","37","35","4","44","40","1","1","1"
"160",160,"21","10","1","1","1","1","1","3","6","4","5","1","16","1","1","1","42","31","48","9","11","1","1","1"
"161",161,"57","41","1","1","1","1","1","3","2","4","5","1","3","1","1","11","71","5","39","31","15","1","1","1"
"162",162,"27","58","1","1","1","1","1","3","2","2","1","1","61","1","1","1","8","48","12","9","15","1","1","1"
"163",163,"74","67","1","1","1","1","1","2","2","4","1","1","42","1","1","1","50","63","35","32","17","1","1","1"
"164",164,"57","86","1","1","1","1","1","3","2","4","5","1","7","1","1","1","72","34","32","5","52","1","1","1"
"165",165,"39","75","1","1","1","3","1","1","1","1","4","4","8","1","1","1","27","40","37","25","67","1","1","1"
"166",166,"22","20","1","1","1","1","1","2","2","2","1","1","58","1","1","1","48","2","45","17","2","1","1","1"
"167",167,"18","10","1","1","1","1","1","2","2","2","1","1","32","1","1","24","2","30","51","40","8","1","1","1"
"168",168,"62","74","1","1","1","5","1","1","1","1","2","3","16","1","1","1","66","23","49","22","18","1","1","1"
"169",169,"39","11","1","1","1","5","1","1","1","1","2","3","53","1","3","1","31","35","1","39","12","1","1","1"
"170",170,"20","28","1","1","1","2","1","1","1","1","3","2","61","1","1","2","64","4","19","1","19","1","1","1"
"171",171,"37","45","1","1","1","1","1","3","2","4","5","4","2","1","1","1","3","49","37","1","10","1","1","1"
"172",172,"73","33","1","1","1","4","1","5","1","1","2","1","75","1","1","1","38","21","41","40","45","1","1","1"
"173",173,"20","43","1","1","1","4","1","5","4","2","1","1","51","1","1","1","30","29","30","15","11","1","1","1"
"174",174,"27","61","1","1","1","3","1","1","2","1","4","1","9","1","1","1","29","11","22","34","54","1","1","1"
"175",175,"64","72","1","1","1","4","1","3","2","4","1","1","21","1","1","1","35","42","57","44","28","1","1","1"
"176",176,"30","8","1","1","1","3","1","1","6","4","4","4","39","1","1","1","29","36","49","36","51","1","1","1"
"177",177,"13","15","1","1","1","4","1","5","4","2","1","1","6","1","1","1","37","14","24","36","15","1","1","1"
"178",178,"22","64","1","1","1","3","1","1","6","1","4","4","12","1","1","1","61","25","46","51","54","1","1","1"
"179",179,"56","28","1","1","1","4","1","5","4","2","1","1","23","1","1","1","18","27","9","52","22","1","1","1"
"180",180,"30","80","1","1","1","3","1","3","1","1","4","1","3","1","1","1","16","50","10","37","3","1","1","1"
"181",181,"18","15","1","1","1","1","1","2","2","2","1","1","46","1","1","1","66","8","17","37","2","1","1","1"
"182",182,"2","55","1","1","1","3","1","1","6","1","4","4","18","1","1","1","41","13","51","5","22","1","1","1"
"183",183,"47","3","1","1","1","3","1","1","1","1","4","4","5","1","1","10","17","4","39","38","3","1","1","1"
"184",184,"60","63","1","1","1","4","1","5","4","1","1","1","17","1","1","1","49","5","4","19","3","1","1","1"
"185",185,"5","16","1","1","1","1","1","3","2","4","5","1","57","1","1","1","3","55","53","52","10","1","1","1"
"186",186,"14","27","1","1","1","3","1","1","1","1","2","4","43","1","1","1","30","13","43","19","1","1","1","1"
"187",187,"79","37","1","1","1","5","1","1","1","1","2","3","22","1","1","1","27","21","8","22","12","1","1","1"
"188",188,"20","14","1","1","1","5","1","1","1","1","2","3","34","1","1","1","6","56","30","3","57","1","1","1"
"189",189,"45","23","1","1","1","5","1","1","1","1","2","3","49","1","1","1","14","24","9","22","6","1","1","1"
"190",190,"39","15","1","1","1","5","1","1","1","1","2","3","15","1","1","1","41","22","24","49","2","1","1","1"
"191",191,"27","82","1","1","1","5","1","1","1","1","2","3","19","1","1","1","27","49","13","3","50","1","1","1"
"192",192,"25","63","1","1","1","2","1","1","1","1","2","2","52","2","2","1","2","20","25","20","58","1","1","1"
"193",193,"66","2","1","8","2","2","2","4","3","3","3","2","54","2","2","2","6","47","51","35","28","1","1","1"
"194",194,"45","77","1","1","1","3","1","1","6","1","4","4","50","1","1","1","9","23","15","21","15","1","1","1"
"195",195,"33","25","2","1","2","2","2","4","1","1","3","2","11","2","10","1","66","53","49","10","66","1","1","1"
"196",196,"21","2","1","1","1","2","1","1","1","1","3","2","38","1","1","2","38","14","57","18","20","1","1","1"
"197",197,"65","43","1","1","1","3","1","1","1","1","4","4","68","1","5","1","26","17","41","41","27","1","1","1"
"198",198,"9","35","2","2","2","2","2","4","3","3","3","2","25","2","2","1","3","41","5","6","76","1","1","1"
"199",199,"56","50","1","1","1","8","1","3","1","4","1","1","66","1","1","1","19","39","32","60","8","1","3","1"
"200",200,"35","35","1","1","1","3","1","1","6","1","4","4","47","1","1","1","69","19","15","24","6","1","1","1"
"201",201,"10","58","1","1","1","1","1","2","4","2","1","1","3","1","1","1","11","58","2","31","4","1","1","1"
"202",202,"60","55","1","1","1","3","1","3","6","1","4","4","31","1","1","1","67","43","21","21","14","1","1","1"
"203",203,"13","1","1","1","1","1","6","3","4","2","1","1","36","1","1","11","22","44","31","35","19","1","1","1"
"204",204,"17","28","1","1","7","1","1","2","2","4","5","1","11","1","1","1","1","52","31","58","56","1","1","1"
"205",205,"43","25","1","1","1","1","1","3","2","4","5","1","17","1","1","1","72","41","53","1","11","1","1","1"
"206",206,"4","16","1","1","1","3","1","1","1","1","4","4","8","1","1","1","22","2","24","34","41","1","1","1"
"207",207,"18","42","1","1","1","2","1","1","1","1","2","2","66","1","1","1","32","18","33","63","42","1","1","1"
"208",208,"58","9","1","1","1","1","1","2","2","2","1","1","34","1","1","1","5","58","4","26","8","1","1","1"
"209",209,"15","22","1","1","1","2","1","1","1","1","2","3","6","1","1","1","49","11","29","36","63","1","1","1"
"210",210,"27","13","1","1","1","1","1","2","4","2","1","1","51","1","1","1","35","31","4","47","18","1","1","1"
"211",211,"43","14","1","1","1","1","1","2","2","2","1","1","64","1","1","1","9","61","9","10","3","1","1","1"
"212",212,"14","66","1","1","1","1","1","2","4","2","1","1","3","1","1","1","5","60","55","4","43","1","1","1"
"213",213,"43","1","1","1","1","4","1","5","4","1","2","3","4","1","1","1","43","54","10","58","5","1","1","1"
"214",214,"51","63","1","1","1","1","1","3","2","4","5","1","65","1","1","1","3","38","14","34","38","1","1","1"
"215",215,"21","54","1","1","1","5","1","1","1","1","2","3","38","1","1","1","34","49","58","35","15","1","1","1"
"216",216,"36","45","1","1","1","1","1","2","2","4","5","1","68","1","1","1","46","7","5","29","46","1","1","1"
"217",217,"54","44","1","1","1","4","1","3","1","1","2","1","49","1","1","1","64","15","33","58","9","1","1","1"
"218",218,"8","13","1","1","1","3","1","1","1","1","4","4","13","1","1","23","12","10","35","32","37","1","1","1"
"219",219,"2","90","1","1","1","4","1","5","1","1","2","1","44","1","1","1","3","37","19","21","52","1","1","1"
"220",220,"45","12","1","1","1","5","1","1","1","1","2","3","30","1","1","1","35","41","20","10","52","1","1","1"
"221",221,"75","42","1","1","1","5","1","1","1","1","2","3","51","1","1","1","70","31","17","3","6","1","1","1"
"222",222,"48","49","1","1","1","1","1","2","2","2","1","1","3","1","1","1","8","25","5","32","39","1","1","1"
"223",223,"22","55","1","1","1","3","1","1","1","1","2","4","17","1","1","1","71","22","5","49","68","1","1","1"
"224",224,"35","5","1","1","1","4","1","5","1","1","2","3","13","1","1","1","5","20","42","12","12","1","1","1"
"225",225,"50","10","1","1","1","2","1","1","1","1","4","4","44","1","1","1","2","53","12","34","2","1","1","1"
"226",226,"54","48","1","1","1","4","1","1","1","1","2","3","35","1","1","20","39","26","12","23","26","1","1","1"
"227",227,"73","49","1","2","1","2","1","4","3","3","3","2","64","2","2","20","23","6","12","3","7","1","1","1"
"228",228,"4","11","1","1","1","2","2","4","1","3","3","2","9","1","1","1","26","36","40","20","52","1","1","1"
"229",229,"67","33","1","1","1","3","1","3","6","1","4","4","32","1","1","1","61","26","28","1","29","1","1","1"
"230",230,"51","79","1","1","1","3","1","1","1","1","4","4","64","1","1","1","14","29","38","55","38","1","1","1"
"231",231,"22","34","1","1","1","5","1","1","1","1","2","3","66","1","1","1","57","33","13","28","15","1","1","1"
"232",232,"33","31","1","1","1","3","1","1","6","1","4","4","58","1","1","1","61","7","5","39","59","1","1","1"
"233",233,"2","6","1","1","1","4","1","5","4","2","1","1","52","1","1","2","51","24","29","29","39","1","1","1"
