"","stations","lon","lat","address"
"1","Northington Street , Holborn, London, United Kingdom",-0.1155339,51.5220419,"northington st, holborn, london wc1n, uk"
"2","Shoreditch High Street, Shoreditch, London, United Kingdom",-0.0772475,51.5244287,"shoreditch high st, shoreditch, london, uk"
"3","Palissy Street, Shoreditch, London, United Kingdom",-0.0738137,51.5263697,"palissy st, shoreditch, london e2, uk"
"4","Queen's Gate (Central), South Kensington, London, United Kingdom",-0.1792224,51.4968486,"queen's gate, south kensington, london sw7, uk"
"5","Farringdon Street, Holborn, London, United Kingdom",-0.1049107,51.5167338,"farringdon st, holborn, london, uk"
"6","Dunston Road , Haggerston, London, United Kingdom",-0.0747971,51.5364182,"dunston rd, haggerston, london, uk"
"7","Bethnal Green Road, Shoreditch, London, United Kingdom",-0.0740436,51.5238884,"bethnal green rd, shoreditch, london, uk"
"8","Regent's Row , Haggerston , London, United Kingdom",-0.0656374,51.5357545,"regent's row, hackney, london, uk"
"9","Brushfield Street, Liverpool Street, London, United Kingdom",-0.0814374,51.5187516,"liverpool street station, liverpool st, london ec2m 7py, uk"
"10","Victoria Park Road, Hackney Central, London, United Kingdom",-0.04896,51.5373887,"victoria park rd, hackney, london, uk"
"11","British Museum, Bloomsbury, London, United Kingdom",-0.1241272,51.5190201,"british museum (stop w), holborn, london wc1a 2nj, uk"
"12","Durant Street, Bethnal Green, London, United Kingdom",-0.0661075,51.5291227,"durant st, london e2, uk"
"13","Eastbourne Mews, Paddington, London, United Kingdom",-0.1793394,51.516538,"eastbourne mews, paddington, london w2, uk"
"14","Sugden Road, Clapham, London, United Kingdom",-0.1573823,51.4634066,"sugden rd, london, uk"
"15","Craven Street, Strand, London, United Kingdom",-0.1261654,51.5081697,"strand & craven street, charing cross, london wc2n 5dp, uk"
"16","Waterloo Station 1, Waterloo, London, United Kingdom",-0.1123051,51.5031653,"waterloo station, waterloo rd, south bank, london se1 8sw, uk"
"17","Blenheim Crescent, Ladbroke Grove, London, United Kingdom",-0.2083609,51.5151406,"ladbroke grove & blenheim cres, notting hill, london w11 1nx, uk"
"18","Broadcasting House, Marylebone, London, United Kingdom",-0.1439307,51.5188884,"broadcasting house, portland pl, marylebone, london w1a 1aa, uk"
"19","Old Street Station, St. Luke's, London, United Kingdom",-0.0874936,51.525676,"old street station, old street, london ec1y 1be, uk"
"20","Westfield Library Corner, Shepherd's Bush, London, United Kingdom",-0.2242789,51.5059065,"6 wood ln, shepherd's bush, london w12 7bf, uk"
"21","Mile End Park Leisure Centre, Mile End, London, United Kingdom",-0.032457,51.5194385,"mile end park leisure centre, mile end, london e3 4hl, uk"
"22","Kennington Lane Rail Bridge, Vauxhall, London, United Kingdom",-0.1227808,51.4860794,"vauxhall, s lambeth rd, vauxhall, london sw8 1ss, uk"
"23","Waterloo Bridge, South Bank, London, United Kingdom",-0.1168561,51.5085988,"waterloo bridge, london, uk"
"24","Pancras Road, King's Cross, London, United Kingdom",-0.1257798,51.5323446,"pancras rd, kings cross, london, uk"
"25","Cheapside, Bank, London, United Kingdom",-0.096795,51.515008,"150 cheapside, london ec2v 6et, uk"
"26","Swan Street, The Borough, London, United Kingdom",-0.0943749,51.499385,"swan st, london se1, uk"
"27","Boston Place, Marylebone, London, United Kingdom",-0.1629189,51.5240234,"boston pl, marylebone, london nw1, uk"
"28","Wellington Arch, Hyde Park, London, United Kingdom",-0.1508545,51.5025925,"apsley way, london w1j 7jz, uk"
"29","Falcon Road, Clapham Junction, London, United Kingdom",-0.1708113,51.4651737,"clapham junction, clapham junction, london sw11, uk"
"30","Ashley Crescent, Battersea, London, United Kingdom",-0.1518936,51.466577,"ashley cres, battersea, london sw11, uk"
"31","Drummond Street , Euston, London, United Kingdom",-0.1369738,51.5271053,"118 drummond st, london nw1 2hn, uk"
"32","Great Percy Street, Clerkenwell, London, United Kingdom",-0.1138544,51.5293177,"great percy st, clerkenwell, london wc1x, uk"
"33","Mostyn Grove, Bow, London, United Kingdom",-0.0255836,51.5306922,"mostyn grove, bow, london e3, uk"
"34","Waterloo Station 3, Waterloo, London, United Kingdom",-0.1123051,51.5031653,"waterloo station, waterloo rd, south bank, london se1 8sw, uk"
"35","Cleaver Street, Kennington, London, United Kingdom",-0.1103246,51.4882828,"cleaver st, prince's, london se11, uk"
"36","Golden Lane, Barbican, London, United Kingdom",-0.0944587,51.521991,"golden ln, barbican, london, uk"
"37","Queen Victoria Street, St. Paul's, London, United Kingdom",-0.0983506,51.5138453,"st. paul's churchyard, london ec4m 8ad, uk"
"38","Queen Street 1, Bank, London, United Kingdom",-0.0926655,51.5123204,"queen st, london, uk"
"39","Derry Street, Kensington, London, United Kingdom",-0.1912508,51.5011812,"derry st, kensington, london w8, uk"
"40","Halford Road, West Kensington, London, United Kingdom",-0.198382,51.4836688,"halford rd, fulham, london sw6, uk"
"41","Cranmer Road, Stockwell, London, United Kingdom",-0.1102848,51.4795244,"cranmer rd, vassal, london sw9, uk"
"42","Albert Gate, Hyde Park, London, United Kingdom",-0.1657303,51.5072682,"hyde park, london, uk"
"43","Holborn Circus, Holborn, London, United Kingdom",-0.1075894,51.5177959,"holborn circus, holborn, london, uk"
"44","Queen's Gate (North), Kensington, London, United Kingdom",-0.1803987,51.4969617,"queen's gate pl, south kensington, london sw7, uk"
"45","North Audley Street, Mayfair, London, United Kingdom",-0.153335,51.5128777,"n audley st, mayfair, london, uk"
"46","Flamborough Street, Limehouse, London, United Kingdom",-0.0389979,51.5136761,"flamborough st, limehouse, london, uk"
"47","Wandsworth Rd, Isley Court, Wandsworth Road, London, United Kingdom",-0.1324144,51.4744356,"wandsworth rd, london, uk"
"48","Teversham Lane, Stockwell, London, United Kingdom",-0.1236329,51.4760383,"teversham ln, stockwell, london, uk"
"49","Caldwell Street, Stockwell, London, United Kingdom",-0.1148313,51.4769671,"caldwell st, vassal, london, uk"
"50","Clerkenwell Green, Clerkenwell, London, United Kingdom",-0.1055369,51.5226698,"clerkenwell green, clerkenwell, london, uk"
"51","Porchester Place, Paddington, London, United Kingdom",-0.1655528,51.5150956,"porchester pl, st george's fields, london w2, uk"
"52","Kennington Cross, Kennington, London, United Kingdom",-0.1119362,51.4879753,"kennington, london se11 5dp, uk"
"53","Southwark Street, Bankside, London, United Kingdom",-0.0976442,51.5060041,"18 great guildford st, london se1 0fd, uk"
"54","Bethnal Green Garden, Bethnal Green, London, United Kingdom",-0.0546802,51.5261442,"bethnal green garden, 10 witan st, bethnal green, london e2 6fg, uk"
"55","Pitfield Street Central, Hoxton, London, United Kingdom",-0.0829112,51.5311952,"pitfield st, hoxton, london n1, uk"
"56","Warwick Square, Pimlico, London, United Kingdom",-0.1423446,51.4902604,"warwick square, pimlico, london sw1v, uk"
"57","Wenlock Road , Hoxton, London, United Kingdom",-0.0941564,51.5314813,"wenlock rd, hoxton, london n1, uk"
"58","Mile End Stadium, Mile End, London, United Kingdom",-0.0321641,51.5192054,"190 burdett rd, mile end, london e3 4hl, uk"
"59","Long Lane , Bermondsey, London, United Kingdom",-0.0840397,51.498498,"long ln, bermondsey, london se1, uk"
"60","Pont Street, Knightsbridge, London, United Kingdom",-0.160046,51.4970755,"pont st, knightsbridge, london, uk"
"61","Moor Street, Soho, London, United Kingdom",-0.129501,51.5134678,"moor st, soho, london w1d, uk"
"62","Palace Gate, Kensington Gardens, London, United Kingdom",-0.179165,51.506987,"kensington gardens, london w2 2uh, uk"
"63","Good's Way, King's Cross, London, United Kingdom",-0.1248786,51.5346672,"goods way, kings cross, london n1c, uk"
"64","Bankside Mix, Bankside, London, United Kingdom",-0.092892,51.5071143,"bankside, 34 park st, london se1 9ef, uk"
"65","Clinton Road, Mile End, London, United Kingdom",-0.0375181,51.5271417,"clinton rd, mile end, london e3, uk"
"66","Whitehall Place, Strand, London, United Kingdom",-0.1265712,51.5049822,"whitehall, westminster, london sw1a, uk"
"67","Gloucester Street, Pimlico, London, United Kingdom",-0.1414431,51.4891954,"gloucester st, pimlico, london sw1v, uk"
"68","Ampton Street , Clerkenwell, London, United Kingdom",-0.1170039,51.527567,"ampton st, clerkenwell, london, uk"
"69","Charles II Street, West End, London, United Kingdom",-0.133144,51.5079767,"charles ii st, st. james's, london sw1y, uk"
"70","Union Street, The Borough, London, United Kingdom",-0.0980642,51.5038011,"union st, london se1, uk"
"71","Exhibition Road, Knightsbridge, London, United Kingdom",-0.1741904,51.4986345,"exhibition rd, knightsbridge, london sw7, uk"
"72","Clarges Street, Mayfair, London, United Kingdom",-0.1451878,51.5069156,"clarges st, mayfair, london w1j, uk"
"73","Bolsover Street, Fitzrovia, London, United Kingdom",-0.1428264,51.5219348,"bolsover st, fitzrovia, london, uk"
"74","Bermondsey Street, Bermondsey, London, United Kingdom",-0.081462,51.4998435,"bermondsey st, bermondsey, london se1, uk"
"75","Baldwin Street, St. Luke's, London, United Kingdom",-0.0888982,51.526928,"baldwin st, old street, london ec1v, uk"
"76","Hop Exchange, The Borough, London, United Kingdom",-0.091374,51.5049118,"24 southwark st, london se1 1ty, uk"
"77","Chelsea Bridge, Pimlico, London, United Kingdom",-0.1529295,51.4878144,"chelsea bridge rd, london sw3, uk"
"78","Storey's Gate, Westminster, London, United Kingdom",-0.1296283,51.5003984,"storey's gate, westminster, london sw1h, uk"
"79","Worship Street, Shoreditch, London, United Kingdom",-0.0828753,51.5220382,"worship st, shoreditch, london, uk"
"80","Finsbury Square , Moorgate, London, United Kingdom",-0.0882093,51.5181956,"moorgate & finsbury circus, finsbury, london ec2m 6tx, uk"
"81","Winsland Street, Paddington, London, United Kingdom",-0.175062,51.517044,"winsland st, paddington, london w2, uk"
"82","Finsbury Leisure Centre, St. Luke's, London, United Kingdom",-0.0954595,51.5259099,"norman st, london ec1v 3pu, uk"
"83","Albany Street, The Regent's Park, London, United Kingdom",-0.1444422,51.5297957,"albany st, london nw1, uk"
"84","Stanley Grove, Battersea, London, United Kingdom",-0.151538,51.4692418,"stanley grove, battersea, london sw11, uk"
"85","Kennington Oval, Oval, London, United Kingdom",-0.1159878,51.4831071,"kennington oval, oval, london, uk"
"86","Little Brook Green, Brook Green, London, United Kingdom",-0.2229749,51.4972637,"170 shepherds bush rd, hammersmith, london w6 7pb, uk"
"87","Torrens Street, Angel, London, United Kingdom",-0.1055329,51.5319966,"torrens st, the angel, london, uk"
"88","Ethelburga Estate, Battersea Park, London, United Kingdom",-0.1564981,51.4791075,"battersea park, battersea, london sw11 4nj, uk"
"89","Vincent Street, Pimlico, London, United Kingdom",-0.1311701,51.4929694,"vincent st, pimlico, london sw1p, uk"
"90","Disraeli Road, Putney, London, United Kingdom",-0.2125886,51.460976,"disraeli rd, putney, london sw15, uk"
"91","Rectory Square, Stepney, London, United Kingdom",-0.0441474,51.5188089,"rectory square, london e1, uk"
"92","Waterloo Station 2, Waterloo, London, United Kingdom",-0.1123051,51.5031653,"waterloo station, waterloo rd, south bank, london se1 8sw, uk"
"93","St. Luke's Church, Chelsea, London, United Kingdom",-0.1694433,51.4896014,"sydney st, chelsea, london sw3 6nh, uk"
"94","Charlotte Terrace, Angel, London, United Kingdom",-0.1128513,51.5361242,"charlotte terrace, the angel, london n1, uk"
"95","Princedale Road , Holland Park, London, United Kingdom",-0.2097745,51.5082359,"princedale rd, notting hill, london w11, uk"
"96","Margery Street, Clerkenwell, London, United Kingdom",-0.1111997,51.52721,"margery st, clerkenwell, london wc1x, uk"
"97","Cantrell Road, Bow, London, United Kingdom",-0.0269045,51.5216449,"cantrell rd, bow, london e3, uk"
"98","Antill Road, Mile End, London, United Kingdom",-0.0342238,51.5292912,"antill rd, london e3, uk"
"99","Princes Square, Bayswater, London, United Kingdom",-0.1913299,51.51336,"prince's square, bayswater, london w2, uk"
"100","Beryl Road, Hammersmith, London, United Kingdom",-0.2208964,51.4886541,"beryl rd, hammersmith, london w6, uk"
"101","Sutton Street, Shadwell, London, United Kingdom",-0.0535538,51.5126454,"sutton st, shadwell, london e1, uk"
"102","Philpot Street, Whitechapel, London, United Kingdom",-0.0586831,51.5153076,"philpot st, whitechapel, london e1, uk"
"103","Fashion Street, Whitechapel, London, United Kingdom",-0.0726067,51.5184578,"fashion st, whitechapel, london e1, uk"
"104","Argyll Road, Kensington, London, United Kingdom",-0.1964776,51.5014197,"argyll rd, kensington, london w8, uk"
"105","Cadogan Place, Knightsbridge, London, United Kingdom",-0.1576728,51.4973568,"cadogan pl, knightsbridge, london sw1x, uk"
"106","Ilchester Gardens, Bayswater, London, United Kingdom",-0.1911792,51.5128846,"ilchester gardens, bayswater, london w2, uk"
"107","Fanshaw Street, Hoxton, London, United Kingdom",-0.0819435,51.5297425,"fanshaw st, hoxton, london n1, uk"
"108","Greyhound Road, Hammersmith, London, United Kingdom",-0.2142091,51.4861679,"greyhound rd, hammersmith, london, uk"
"109","Belgrove Street , King's Cross, London, United Kingdom",-0.1233837,51.5296913,"belgrove st, kings cross, london, uk"
"110","Nesham Street, Wapping, London, United Kingdom",-0.0674601,51.507445,"nesham st, st katharine's & wapping, london e1w, uk"
"111","Palace Gardens Terrace, Notting Hill, London, United Kingdom",-0.1931607,51.5074642,"palace gardens terrace, london, uk"
"112","City Road, Angel, London, United Kingdom",-0.1023314,51.5309778,"city rd, the angel, london, uk"
"113","Hereford Road, Bayswater, London, United Kingdom",-0.1938789,51.515049,"hereford rd, bayswater, london, uk"
"114","Lansdowne Road, Ladbroke Grove, London, United Kingdom",-0.2071301,51.5134166,"ladbroke grove & lansdowne rd, notting hill, london w11 2lf, uk"
"115","Charing Cross Hospital, Hammersmith, London, United Kingdom",-0.2207573,51.4870272,"fulham palace rd, hammersmith, london w6 8rf, uk"
"116","Knaresborough Place, Earl's Court, London, United Kingdom",-0.1908746,51.4939621,"knaresborough pl, earl's court, london sw5, uk"
"117","St. John's Road, Clapham Junction, London, United Kingdom",-0.1708113,51.4651737,"clapham junction, clapham junction, london sw11, uk"
"118","Finsbury Library , Finsbury, London, United Kingdom",-0.1047222,51.5263889,"245 st john st, clerkenwell, london ec1v 4nb, uk"
"119","Soho Square , Soho, London, United Kingdom",-0.1321359,51.5153121,"soho square, west end, london, uk"
"120","Handyside Street, King's Cross, London, United Kingdom",-0.125248,51.5374403,"handyside st, kings cross, london n1c, uk"
"121","Upcerne Road, West Chelsea, London, United Kingdom",-0.1829095,51.4788332,"upcerne rd, chelsea, london sw10, uk"
"122","Hawley Crescent, Camden Town, London, United Kingdom",-0.1429936,51.5410721,"hawley cres, camden town, london nw1, uk"
"123","Roscoe Street, St. Luke's, London, United Kingdom",-0.0936113,51.5233716,"roscoe st, london ec1y, uk"
"124","Wapping High Street, Wapping, London, United Kingdom",-0.0609839,51.503337,"wapping high st, wapping, london, uk"
"125","Snowsfields, London Bridge, London, United Kingdom",-0.0753565,51.5054564,"tower bridge, tower bridge rd, london se1 2up, uk"
"126","Hardwick Street, Clerkenwell, London, United Kingdom",-0.1085571,51.5277107,"hardwick st, clerkenwell, london, uk"
"127","Ashley Place, Victoria, London, United Kingdom",-0.1403369,51.4962821,"ashley pl, victoria, london, uk"
"128","Elizabeth Bridge, Victoria, London, United Kingdom",-0.146873,51.4922442,"elizabeth bridge, victoria, london sw1w, uk"
"129","Binfield Road, Stockwell, London, United Kingdom",-0.1243705,51.4732688,"binfield rd, stockwell, london sw4, uk"
"130","St. John's Wood Road, St. John's Wood, London, United Kingdom",-0.1742964,51.5275743,"st john's wood rd, st john's wood, london, uk"
"131","Lee Valley VeloPark, Queen Elizabeth Olympic Park, London, United Kingdom",-0.0152847,51.5504337,"abercrombie rd, london e20 3ab, uk"
"132","Kensington Olympia Station, Olympia, London, United Kingdom",-0.2103319,51.497893,"kensington (olympia), hammersmith, london w14 0ne, uk"
"133","Crosswall, Tower, London, United Kingdom",-0.0753565,51.5054564,"tower bridge, tower bridge rd, london se1 2up, uk"
"134","Ashmole Estate, Oval, London, United Kingdom",-0.1162002,51.4811206,"oval, london sw8, uk"
"135","Belvedere Road 1, South Bank, London, United Kingdom",-0.118154,51.5016932,"south block, 1 belvedere rd, south bank, london se1 7ga, uk"
"136","Brunswick Square, Bloomsbury, London, United Kingdom",-0.1226079,51.5242289,"brunswick square, bloomsbury, london wc1n, uk"
"137","Black Lion Gate, Kensington Gardens, London, United Kingdom",-0.1877778,51.5088889,"black lion gate, london w2 4ru, uk"
"138","Hoxton Station, Hoxton, London, United Kingdom",-0.0757789,51.5313357,"hoxton railway station, london, uk"
"139","Barbican Centre, Barbican, London, United Kingdom",-0.0937864,51.5202077,"silk st, barbican, london ec2y 8ds, uk"
"140","Hartington Road, Stockwell, London, United Kingdom",-0.1270856,51.4773249,"hartington rd, stockwell, london sw8, uk"
"141","Aldersgate Street, Barbican, London, United Kingdom",-0.0971308,51.5191902,"aldersgate st, barbican, london, uk"
"142","Stratford Station, Stratford, London, United Kingdom",-0.0032294,51.5413329,"stratford, london e15 1de, uk"
"143","High Holborn , Covent Garden, London, United Kingdom",-0.1192532,51.5176953,"high holborn, london, uk"
"144","Abbey Orchard Street, Westminster, London, United Kingdom",-0.131326,51.4983369,"abbey orchard st, westminster, london, uk"
"145","Allington Street, Victoria, London, United Kingdom",-0.142943,51.496863,"allington street, victoria, westminster, london sw1e 5wx, uk"
"146","Warren Street Station, Euston, London, United Kingdom",-0.1381658,51.5246171,"warren street station, bloomsbury, london nw1 3aa, uk"
"147","Normand Park, West Kensington, London, United Kingdom",-0.2067792,51.4847724,"normand park, 84 bramber rd, hammersmith, london w14 9pb, uk"
"148","Colet Gardens, Hammersmith, London, United Kingdom",-0.216638,51.4920919,"colet gardens, hammersmith, london w6, uk"
"149","Snow Hill, Farringdon, London, United Kingdom",-0.1036719,51.517324,"snow hill, farringdon, london, uk"
"150","Penywern Road, Earl's Court, London, United Kingdom",-0.1927596,51.49141,"penywern rd, earl's court, london sw5, uk"
"151","St. John's Wood Church, The Regent's Park, London, United Kingdom",-0.1682359,51.5304682,"lord’s roundabout, st john's wood, london nw8 7ne, uk"
"152","Riverlight North, Nine Elms, London, United Kingdom",-0.1385428,51.4813535,"3 riverlight quay, nine elms, london sw11 8ay, uk"
"153","Goldsmith's Row, Haggerston, London, United Kingdom",-0.065016,51.5333321,"goldsmiths row, london e2, uk"
"154","Warwick Avenue Station, Maida Vale, London, United Kingdom",-0.1838447,51.5232546,"warwick avenue station, warwick ave, little venice, london w9 2pt, uk"
"155","St. George Street, Mayfair, London, United Kingdom",-0.143172,51.5126331,"st george st, mayfair, london, uk"
"156","Aylward Street, Stepney, London, United Kingdom",-0.04755,51.5158554,"aylward st, stepney green, london e1, uk"
"157","Ravenscourt Park Station, Hammersmith, London, United Kingdom",-0.236075,51.4939908,"ravenscourt park underground station, ravenscourt rd, hammersmith, london w6 0ug, uk"
"158","Hermitage Court, Wapping, London, United Kingdom",-0.0634379,51.504052,"hermitage court, knighten st, st katharine's & wapping, london e1w 1pw, uk"
"159","Windsor Terrace, Hoxton, London, United Kingdom",-0.0934757,51.5292388,"windsor terrace, hoxton, london, uk"
"160","Monument Street, Monument, London, United Kingdom",-0.085942,51.510143,"fish st hill, bridge, london ec3r 8ah, uk"
"161","Horseferry Road, Westminster, London, United Kingdom",-0.1295322,51.4948593,"horseferry rd, westminster, london sw1p, uk"
"162","Tanner Street, Bermondsey, London, United Kingdom",-0.0782621,51.5000472,"tanner st, bermondsey, london se1, uk"
"163","Bricklayers Arms, Borough, London, United Kingdom",-0.0850787,51.4942419,"bricklayers arms, london se1, uk"
"164","Bayswater Road, Hyde Park, London, United Kingdom",-0.1657303,51.5072682,"hyde park, london, uk"
"165","Newby Place, Poplar, London, United Kingdom",-0.0121373,51.5101628,"newby pl, poplar, london e14, uk"
"166","St. James's Square, St. James's, London, United Kingdom",-0.1346282,51.5068269,"st james's square, st. james's, london sw1y, uk"
"167","Eagle Wharf Road, Hoxton, London, United Kingdom",-0.0911685,51.5343017,"eagle wharf rd, hoxton, london n1, uk"
"168","Vauxhall Cross, Vauxhall, London, United Kingdom",-0.1244856,51.4871871,"sis building, vauxhall, london, uk"
"169","Bourne Street, Belgravia, London, United Kingdom",-0.1546626,51.491905,"bourne st, belgravia, london sw1w, uk"
"170","Strata, Elephant & Castle, London, United Kingdom",-0.0993869,51.4929781,"strata se1, london se1, uk"
"171","Limerston Street, West Chelsea, London, United Kingdom",-0.1793657,51.4843948,"limerston st, chelsea, london sw10, uk"
"172","Green Park Station, Mayfair, London, United Kingdom",-0.1428496,51.5069125,"green park station, green park station, london w1j 9dz, uk"
"173","Wright's Lane, Kensington, London, United Kingdom",-0.1927683,51.4997884,"wrights ln, kensington, london w8, uk"
"174","Bank of England Museum, Bank, London, United Kingdom",-0.087637,51.514135,"bartholomew ln, london ec2r 8ah, uk"
"175","Ranelagh Gardens, Fulham, London, United Kingdom",-0.2079224,51.4676432,"ranelagh gardens, fulham, london sw6, uk"
"176","Queen's Gate, Kensington Gardens, London, United Kingdom",-0.179165,51.506987,"kensington gardens, london w2 2uh, uk"
"177","Bunhill Row, Moorgate, London, United Kingdom",-0.0897067,51.5215441,"2 bunhill row, london ec1y 8hq, uk"
"178","St. Mark's Road, North Kensington, London, United Kingdom",-0.218434,51.5209376,"st mark's rd, london w10, uk"
"179","Cartwright Gardens , Bloomsbury, London, United Kingdom",-0.1273552,51.526698,"cartwright gardens, bloomsbury, london wc1h, uk"
"180","Chancery Lane, Holborn, London, United Kingdom",-0.1120214,51.516154,"chancery ln, holborn, london, uk"
"181","Here East South, Queen Elizabeth Olympic Park, London, United Kingdom",-0.0239598,51.5473914,"queen elizabeth olympic park, hackney wick, london e15 2gw, uk"
"182","Endsleigh Gardens, Euston, London, United Kingdom",-0.1331763,51.528099,"euston station, london nw1 2du, uk"
"183","Crisp Road, Hammersmith, London, United Kingdom",-0.2271638,51.4885691,"crisp rd, hammersmith, london w6, uk"
"184","Gloucester Road Station, South Kensington, London, United Kingdom",-0.18263,51.49432,"gloucester road, south kensington, london sw7, uk"
"185","Stanhope Gate, Mayfair, London, United Kingdom",-0.1516481,51.5066114,"stanhope gate, mayfair, london, uk"
"186","Vauxhall Walk, Vauxhall, London, United Kingdom",-0.1201601,51.4898557,"vauxhall walk, vauxhall, london, uk"
"187","Westbourne Grove, Bayswater, London, United Kingdom",-0.1928815,51.5152845,"westbourne grove, bayswater, london, uk"
"188","Westbridge Road, Battersea, London, United Kingdom",-0.1713553,51.4764519,"westbridge rd, battersea, london sw11, uk"
"189","Clapham Road, Lingham Street, Stockwell, London, United Kingdom",-0.1242068,51.4707851,"clapham rd & lingham st, stockwell, london sw9 9ha, uk"
"190","Sandilands Road, Walham Green, London, United Kingdom",-0.1914323,51.4736922,"sandilands rd, fulham, london sw6, uk"
"191","Berry Street, Clerkenwell, London, United Kingdom",-0.1003311,51.5234512,"berry st, clerkenwell, london ec1v, uk"
"192","Empire Square, The Borough, London, United Kingdom",-0.0908331,51.5009219,"empire square west, london se1 4nh, uk"
"193","Vicarage Gate, Kensington, London, United Kingdom",-0.1919072,51.5047716,"vicarage gate, kensington, london w8, uk"
"194","Buckingham Gate, Westminster, London, United Kingdom",-0.1390207,51.4993671,"buckingham gate, westminster, london, uk"
"195","St. Bride Street, Holborn, London, United Kingdom",-0.1055685,51.5151859,"st bride st, holborn, london ec4a, uk"
"196","Hortensia Road, West Brompton, London, United Kingdom",-0.1852788,51.4818392,"hortensia rd, chelsea, london sw10, uk"
"197","Malet Street, Bloomsbury, London, United Kingdom",-0.1302396,51.5214099,"malet st, bloomsbury, london wc1e, uk"
"198","Imperial Wharf Station, Sands End, London, United Kingdom",-0.1827476,51.4750274,"imperial wharf, lockyer house, hemans st, chelsea harbour, london sw8 4sr, uk"
"199","Marylebone Lane, Marylebone, London, United Kingdom",-0.1500256,51.5162593,"marylebone ln, marylebone, london, uk"
"200","Sedding Street, Sloane Square, London, United Kingdom",-0.1567432,51.4928833,"sloane square & sedding st, belgravia, london sw1w 8ee, uk"
"201","Bayley Street , Bloomsbury, London, United Kingdom",-0.1317587,51.5187617,"bayley st, bloomsbury, london w1t, uk"
"202","Tate Modern, Bankside, London, United Kingdom",-0.0993564,51.5075953,"bankside, london se1 9tg, uk"
"203","Queen Mary's, Mile End, London, United Kingdom",-0.0403745,51.5240671,"mile end rd, bethnal green, london e1 4ns, uk"
"204","Walmer Road, Avondale, London, United Kingdom",-0.2133436,51.5113211,"avondale park, walmer rd, notting hill, london w11 4pn, uk"
"205","Imperial College, Knightsbridge, London, United Kingdom",-0.1748772,51.4987997,"south kensington, london sw7 2bu, uk"
"206","Clifton Road, Maida Vale, London, United Kingdom",-0.1793799,51.5255888,"clifton rd, maida vale, london w9, uk"
"207","Cheshire Street, Bethnal Green, London, United Kingdom",-0.0686688,51.5236542,"cheshire st, london, uk"
"208","Milroy Walk, South Bank, London, United Kingdom",-0.1062583,51.5078554,"milroy walk, south bank, london se1 9lw, uk"
"209","Putney Pier, Wandsworth, London, United Kingdom",-0.215499,51.467082,"putney pier, putney embankment, putney, london sw15 1lb, uk"
"210","St. Katharine's Way, Tower, London, United Kingdom",-0.072881,51.5064869,"st katharine's way, st katharine's & wapping, london e1w 1ld, uk"
"211","Pitfield Street North,Hoxton, London, United Kingdom",-0.0829112,51.5311952,"pitfield st, hoxton, london n1, uk"
"212","Triangle Car Park, Hyde Park, London, United Kingdom",-0.1657303,51.5072682,"hyde park, london, uk"
"213","Royal Avenue 2, Chelsea, London, United Kingdom",-0.1626304,51.4897882,"2 royal ave, chelsea, london sw3 4qf, uk"
"214","Shoreditch Court, Haggerston, London, United Kingdom",-0.0705683,51.5392316,"shoreditch court, london e8 4eu, uk"
"215","Duke Street Hill, London Bridge, London, United Kingdom",-0.0869699,51.5058532,"london bridge underground station, 21 duke st hill, london se1 2sw, london of freedom#8573311~!#, uk"
"216","Albert Gardens, Stepney, London, United Kingdom",-0.0472231,51.5128254,"albert gardens, commercial rd, ratcliff, london e1 0lh, uk"
"217","Abingdon Green, Westminster, London, United Kingdom",-0.125758,51.4983821,"abingdon st, westminster, london sw1p, uk"
"218","Battersea Church Road, Battersea, London, United Kingdom",-0.1738658,51.4774897,"battersea church rd, battersea, london sw11, uk"
"219","Monier Road, Hackney Wick, London, United Kingdom",-0.0241107,51.5391592,"monier rd, fish island, london e3, uk"
"220","New Spring Gardens Walk, Vauxhall, London, United Kingdom",-0.1226682,51.4877929,"new spring gardens walk, vauxhall, london se1, uk"
"221","Cadogan Gardens, Chelsea, London, United Kingdom",-0.1593135,51.4929775,"cadogan gardens, chelsea, london sw3, uk"
"222","Reardon Street, Wapping, London, United Kingdom",-0.0598237,51.5062117,"reardon st, st katharine's & wapping, london e1w, uk"
"223","Heath Road, Battersea, London, United Kingdom",-0.1467461,51.4685608,"heath rd, battersea, london sw8, uk"
"224","Nutford Place, Marylebone, London, United Kingdom",-0.1632017,51.5167956,"nutford pl, marylebone, london, uk"
"225","Wellington Street , Strand, London, United Kingdom",-0.1204612,51.5120692,"wellington st, west end, london, uk"
"226","Upper Bank Street, Canary Wharf, London, United Kingdom",-0.0168433,51.5054463,"upper bank st, canary wharf, london e14, uk"
"227","Great Suffolk Street, The Borough, London, United Kingdom",-0.1001292,51.5016367,"great suffolk st, london se1, uk"
"228","Silverthorne Road, Battersea, London, United Kingdom",-0.1469801,51.4714938,"silverthorne rd, battersea, london sw8, uk"
"229","Stockwell Roundabout, Stockwell, London, United Kingdom",-0.121858,51.47339,"stockwell terrace, stockwell, london sw4, uk"
"230","Tavistock Place, Bloomsbury, London, United Kingdom",-0.1255956,51.5256849,"tavistock pl, bloomsbury, london, uk"
"231","King Edward Street, St Pauls, London, United Kingdom",-0.0984316,51.5164281,"angel st, london ec1a 4as, uk"
"232","Usk Road, Clapham Junction, London, United Kingdom",-0.1690537,51.4636882,"clapham junction, st john's hill, battersea, london sw11 2qp, uk"
